Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
10208,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,Buena Vista  ,WayForward Technologies  ,,,0.15,,,0.01,0.16
10209,King's Field,PS,1995,ASCII Entertainment  ,From Software  ,7.1,,0.09,0.06,,0.01,0.16
10210,West of Loathing,PC,N/A,Unknown  ,Asymmetric Publications  ,,,,,,,
10211,Okami HD,PC,2017,Capcom  ,Capcom  ,,,,,,,
10212,Let's Ride: Sunshine Stables,GBA,2005,THQ  ,Independent Arts Software GmbH  ,,,0.12,0.04,,0.0,0.16
10213,Monster Jam,Wii,2007,Activision  ,Torus Games  ,,,0.15,0.0,,0.01,0.16
10214,World Stadium 4,PS,2000,Namco  ,Namco  ,,,,,0.15,0.01,0.16
10215,Midway Arcade Treasures 2,GC,2004,Midway Games  ,Backbone Entertainment  ,7.2,,0.13,0.03,,0.0,0.16
10216,Frankenstein: Master of Death,PC,N/A,Unknown  ,Jetdogs Studios  ,,,,,,,
10217,El Shaddai: Ascension of the Metatron,X360,2011,Ignition Entertainment  ,Ignition Entertainment  ,8.0,,0.07,0.05,0.03,0.01,0.16
10218,Angry Birds: Star Wars,XOne,2013,Activision  ,Exient Entertainment  ,,,0.11,0.04,,0.02,0.16
10219,Hot Wheels World Race,GC,2003,THQ  ,Climax Group  ,,,0.13,0.03,,0.0,0.16
10220,Mad Dagger,PC,N/A,Unknown  ,YarGri  ,,,,,,,
10221,Apache: Air Assault,X360,2010,Activision  ,Gaijin Entertainment  ,6.8,,0.12,0.03,,0.01,0.16
10222,San Goku Shi Taisen DS,DS,2007,Sega  ,Sega  ,,,,,0.16,,0.16
10223,Kawa no Nushi Tsuri,PS,1998,Victor Interactive  ,Victor Interactive Software  ,,,,,0.15,0.01,0.16
10224,Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,2018,Namco Bandai Games  ,Media.Vision  ,,,0.05,0.05,0.04,0.02,0.16
10225,Marble Saga: Kororinpa,Wii,2009,Konami  ,Hudson Soft  ,7.4,,0.09,0.05,0.0,0.01,0.16
10226,Magic: The Gathering - Battlegrounds,XB,2003,Atari  ,Secret Level  ,,,0.12,0.03,,0.01,0.16
10227,N2O: Nitrous Oxide,PS,1998,Fox Interactive  ,Gremlin Interactive  ,,,0.09,0.06,,0.01,0.16
10228,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Activision  ,Shaba Games  ,7.7,,0.12,0.02,,0.02,0.16
10229,Dancing with the Stars,PS2,2007,Activision  ,Zoe Mode  ,,,0.08,0.06,,0.02,0.16
10230,Goosebumps HorrorLand,Wii,2008,Scholastic Inc.  ,Gusto Games  ,,,0.15,0.0,,0.01,0.16
10231,The 39 Steps,PC,N/A,Unknown  ,The Story Mechanics  ,,,,,,,
10232,Rio,DS,2011,THQ  ,TBA  ,,,0.12,0.03,,0.01,0.16
10233,Otogirisou,SNES,1992,ChunSoft  ,ChunSoft  ,,,,,0.16,,0.16
10234,Battlezone,PS4,2016,Sony Interactive Entertainment  ,Rebellion Developments  ,,,0.09,0.04,,0.03,0.16
10235,SD Gundam G Generation 3D,3DS,2011,Namco Bandai  ,Unknown  ,,,,,0.16,,0.16
10236,Crash Tag Team Racing,GC,2005,VU Games  ,Radical Entertainment  ,,,0.12,0.03,,0.0,0.16
10237,Zoo Hospital,Wii,2008,Majesco  ,Torus Games  ,,,0.14,0.01,,0.01,0.16
10238,Train Valley,PC,N/A,Unknown  ,Alexey Davydov  ,,,,,,,
10239,Massive Chalice,PC,2014,Double Fine Productions  ,Double Fine Productions  ,,,,,,,
10240,The Whispered World,PC,2010,Viva Media  ,Daedalic Entertainment  ,,,,0.09,,0.01,0.1
10241,True Swing Golf,DS,2006,Nintendo  ,Tikipod  ,,,0.11,0.0,0.04,0.01,0.16
10242,Little Nightmares,XOne,2017,Namco Bandai Games  ,Tarsier Studios  ,,,0.12,0.03,,0.02,0.16
10243,The Surge,PC,2017,Focus Home Interactive  ,DECK13 Interactive  ,,,,0.01,,0.0,0.01
10244,Beowulf: The Game,PS3,2007,Ubisoft  ,Ubisoft  ,,,0.14,0.01,,0.01,0.16
10245,Family Feud Decades,Wii,2010,Ubisoft  ,Ludia Inc.  ,,,0.15,,,0.01,0.16
10246,Hell Girls,PC,N/A,Unknown  ,Athena Works  ,,,,,,,
10247,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,PC,2008,Hothead Games  ,Hothead Games  ,,,,,,,
10248,Thrillville: Off the Rails,X360,2007,LucasArts  ,Frontier Developments  ,,,0.13,0.02,,0.01,0.16
10249,Michael Jackson: The Experience,PSP,2010,Ubisoft  ,Ubisoft Montreal  ,,,0.11,0.03,,0.03,0.16
10250,TimeSplitters: Future Perfect,XB,2005,Electronic Arts  ,Free Radical Design  ,,,0.12,0.03,,0.01,0.16
10251,Midway Arcade Treasures 3,PS2,2005,Midway Games  ,Digital Eclipse  ,,,0.08,0.06,,0.02,0.16
10252,Dr. Muto,PS2,2002,Midway Games  ,Midway  ,,,0.08,0.06,,0.02,0.16
10253,Naruto Shippuden: Ultimate Ninja Storm Legacy,PS4,2017,Namco Bandai Games  ,CyberConnect2  ,,,0.07,0.04,0.03,0.02,0.16
10254,Warriors Orochi 3,X360,2012,Tecmo Koei  ,Omega Force  ,,,0.09,0.03,0.03,0.01,0.16
10255,Tumblestone,PC,N/A,Unknown  ,The Quantum Astrophysicists Guild  ,,,,,,,
10256,DS Rakubiki Jiten,DS,2005,Nintendo  ,Nintendo  ,,,,,0.16,,0.16
10257,Fatal Frame II: Crimson Butterfly,PS2,2003,Tecmo  ,Tecmo  ,7.8,,0.08,0.06,,0.02,0.16
10258,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Activision  ,Sand Grain Studios  ,,,0.08,0.06,,0.02,0.16
10259,Berserk and the Band of the Hawk,PS4,2017,Tecmo Koei  ,Omega Force  ,,,0.07,0.02,0.05,0.02,0.16
10260,Dewy's Adventure,Wii,2007,Konami  ,Konami  ,,,0.14,0.0,0.01,0.01,0.16
10261,Bulletstorm,PC,2011,Electronic Arts  ,People Can Fly  ,8.7,,0.07,0.08,,0.02,0.16
10262,Just Cause 3,PC,2015,Square Enix  ,Avalanche Studios  ,7.6,,0.03,0.12,,0.01,0.16
10263,Shadow Man: 2econd Coming,PS2,2002,Acclaim Entertainment  ,Acclaim Studios Teesside  ,,,0.08,0.06,,0.02,0.16
10264,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Konami  ,Konami  ,,,,,0.16,,0.16
10265,Dynasty Warriors 4,XB,2003,KOEI  ,Omega Force  ,,,0.12,0.03,,0.01,0.16
10266,Cowboy zombie,PC,N/A,Unknown  ,Unknown  ,,,,,,,
10267,Infinifactory,PC,N/A,Unknown  ,Zachtronics Industries  ,,,,,,,
10268,TimeShift,PS3,2007,Sierra Entertainment  ,Saber Interactive  ,,,0.14,0.0,,0.02,0.16
10269,Witch It,PC,N/A,Unknown  ,Barrel Roll Games  ,,,,,,,
10270,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Activision  ,Shaba Games  ,,,0.08,0.06,,0.02,0.16
10271,Rudolph the Red-Nosed Reindeer,Wii,2010,Crave Entertainment  ,High Voltage Software  ,,,0.15,,,0.01,0.16
10272,The Incredibles: Rise of the Underminer,GC,2005,THQ  ,Heavy Iron Studios  ,6.7,,0.12,0.03,,0.0,0.16
10273,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Konami  ,Diamond Head  ,,,,,0.16,0.0,0.16
10274,Alone in the Dark: The New Nightmare,PS,2001,Infogrames  ,Darkworks  ,7.2,,0.09,0.06,,0.01,0.16
10275,Just Dance: Disney Party,X360,2012,Ubisoft  ,Land Ho!  ,,,0.13,0.02,,0.02,0.16
10276,The BIGS,PS3,2007,2K Sports  ,Blue Castle Games  ,,,0.15,,,0.01,0.16
10277,The King of Fighters XII,PS3,2009,Ignition Entertainment  ,SNK Playmore Corporation  ,6.0,,0.11,0.01,0.03,0.01,0.16
10278,Flushed Away,GC,2006,D3 Publisher  ,Monkey Bar Games  ,,,0.12,0.03,,0.0,0.16
10279,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,D3Publisher  ,Way Forward  ,,,0.1,0.04,,0.01,0.16
10280,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,Banpresto  ,Flight-Plan  ,,,,,0.16,,0.16
10281,Pro Yakyuu Spirits 3,PS2,2006,Konami  ,PawaPuro Production  ,,,,,0.16,,0.16
10282,Sid Meier's Pirates!,Wii,2010,2K Games  ,Firaxis Games  ,6.5,,0.13,0.02,,0.01,0.16
10283,Our House,DS,2009,Majesco  ,Majesco  ,,,0.15,,,0.01,0.16
10284,Bunch of Heroes,PC,2011,Unknown  ,NGD Studios  ,,,,,,,
10285,Silent Scope 3,PS2,2002,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.08,0.06,,0.02,0.16
10286,NASCAR Heat 2002,GBA,2002,Infogrames  ,Crawfish Interactive  ,,,0.12,0.04,,0.0,0.16
10287,Namco Classic Fighter Collection,PS2,2008,Namco Bandai  ,Namco Bandai Games  ,,,0.08,0.06,,0.02,0.16
10288,Grease Dance,X360,2011,505 Games  ,505 Games  ,,,0.11,0.03,,0.01,0.16
10289,Tak: Mojo Mistake,DS,2008,THQ  ,THQ  ,,,0.15,,,0.01,0.16
10290,International Superstar Soccer Deluxe,SNES,1995,Konami  ,Konami  ,,,,,0.16,0.0,0.16
10291,Eragon,DS,2006,Sierra Entertainment  ,Amaze Entertainment  ,6.8,,0.13,0.02,,0.01,0.16
10292,BlazBlue: Chrono Phantasma Extend,PS4,2015,Aksys Games  ,Arc System Works  ,,,0.08,0.04,0.02,0.02,0.16
10293,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Activision  ,Now Production  ,,,0.14,0.0,,0.01,0.16
10294,Intellivision Lives!,PS2,2003,Crave Entertainment  ,Realtime Associates  ,,,0.08,0.06,,0.02,0.16
10295,Only One Hope,PC,N/A,Unknown  ,Unknown  ,,,,,,,
10296,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Activision  ,Left Field Productions  ,6.9,,0.15,0.0,,0.01,0.16
10297,Robots,GC,2005,VU Games  ,Eurocom Entertainment Software  ,,,0.12,0.03,,0.0,0.16
10298,Klonoa,Wii,2009,Namco Bandai  ,Paon Corporation  ,7.6,,0.1,0.02,0.03,0.01,0.16
10299,Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Warner Bros. Interactive  ,Deadline Games  ,,,0.08,0.06,,0.02,0.16
10300,Heroes Over Europe,PS3,2009,Ubisoft  ,Transmission Games  ,,,0.12,0.02,,0.02,0.16
10301,Ready 2 Rumble Revolution,Wii,2009,Atari  ,10tacle Studios AG  ,3.1,,0.15,0.0,,0.01,0.16
10302,SimEarth: The Living Planet,SNES,1993,FCI  ,Tomcat System  ,,,,,0.16,0.0,0.16
10303,Sacred Citadel,PC,N/A,Unknown  ,Southend Interactive  ,,,,,,,
10304,Culdcept SAGA,X360,2008,Namco Bandai  ,OmiyaSoft  ,7.7,,0.12,,0.03,0.01,0.16
10305,Sengoku Basara: Chronicle Heroes,PSP,2011,Capcom  ,Access Games  ,,,,,0.16,,0.16
10306,The Wild Thornberrys: Chimp Chase,GBA,2001,THQ  ,Helixe  ,,,0.11,0.04,,0.0,0.16
10307,Rayman Legends,PSV,2013,Ubisoft  ,Ubisoft Montpellier  ,,,0.01,0.12,,0.03,0.16
10308,Innocent Life: A Futuristic Harvest Moon,PSP,2007,Natsume  ,ArtePiazza  ,6.5,,0.08,0.03,0.03,0.02,0.16
10309,Power Stakes,PS,1997,Aques  ,TOSE  ,,,,,0.15,0.01,0.16
10310,Steins;Gate,PC,2016,Nitro+  ,Nitro+  ,,,,,,,
10311,Asteroids Hyper 64,N64,1999,Crave Entertainment  ,Syrox Developments  ,5.6,,0.13,0.03,,0.0,0.16
10312,Buck Bumble,N64,1998,Ubisoft  ,Argonaut Games  ,6.8,,0.13,0.03,,0.0,0.16
10313,California Speed,N64,1999,Midway Games  ,Atari Games  ,,,0.13,0.03,,0.0,0.16
10314,Destruction Derby 64,N64,1999,THQ  ,Looking Glass Studios  ,,,0.13,0.03,,0.0,0.16
10315,Fighters Destiny,N64,1998,Ocean  ,Opus Studio  ,,,0.13,0.03,,0.0,0.16
10316,Hydro Thunder,N64,2000,Midway Games  ,Eurocom Entertainment Software  ,,,0.13,0.03,,0.0,0.16
10317,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Konami  ,Diamond Head  ,,,,,0.12,0.04,0.16
10318,Space Invaders,N64,1999,Activision  ,"Z-Axis, Ltd.  ",,,0.13,0.03,,0.0,0.16
10319,Starcraft 64,N64,2000,Nintendo  ,Mass Media  ,8.0,,0.13,0.03,,0.0,0.16
10320,The Powerpuff Girls: Chemical X-Traction,N64,2001,BAM! Entertainment  ,VIS Entertainment  ,,,0.13,0.03,,0.0,0.16
10321,Tom and Jerry in Fists of Furry,N64,2000,NewKidCo  ,VIS Entertainment  ,,,0.13,0.03,,0.0,0.16
10322,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Enix  ,Givro Corporation  ,,,,,0.12,0.04,0.16
10323,WRC 2: FIA World Rally Championship,PS3,2011,Ubisoft  ,Milestone S.r.l  ,,,,0.13,,0.03,0.16
10324,Legends of Chima: Laval's Journey,PSV,2013,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.01,0.11,,0.04,0.16
10325,Finding Nemo: Escape to the Big Blue,DS,2006,THQ  ,Altron  ,,,0.12,0.03,,0.01,0.16
10326,Around The World in 80 Days,DS,2010,PlayV  ,PlayV  ,,,,0.14,,0.02,0.16
10327,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,TDK Core  ,TDK Core  ,,,,,0.16,,0.16
10328,Macross Ace Frontier,PSP,2008,Namco Bandai  ,ArtDink  ,,,,,0.16,,0.16
10329,Final Fantasy III,PC,2014,Square Enix  ,Unknown  ,,,,0.0,,0.0,0.0
10330,Solitaire Overload Plus,DS,2010,Telegames  ,Cosmigo  ,,,0.15,,,0.01,0.16
10331,Black & Bruised,PS2,2003,Majesco  ,Digital Fiction  ,,,0.08,0.06,,0.02,0.16
10332,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2008,Namco Bandai  ,CyberConnect2  ,6.2,,0.14,0.0,,0.01,0.16
10333,Take A Break's: Puzzle Master,DS,2009,Ubisoft  ,Ubisoft  ,,,,0.15,,0.01,0.16
10334,Spyro: Shadow Legacy,DS,2005,Vivendi Games  ,Amaze Entertainment  ,,,0.14,0.01,,0.01,0.16
10335,Blitz: The League,X360,2006,Midway Games  ,Midway Games  ,6.5,,0.15,0.0,,0.01,0.16
10336,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2007,Namco Bandai  ,CyberConnect2  ,,,,,0.16,,0.16
10337,Rapala Pro Fishing,XB,2004,Activision  ,FUN Labs  ,,,0.12,0.03,,0.01,0.16
10338,Pro Baseball Spirits 2015,PS3,2015,Konami Digital Entertainment  ,"Konami Digital Entertainment, Inc.  ",,,,,0.16,,0.16
10339,Ghost in the Shell: Stand Alone Complex,PS2,2004,Bandai  ,Cavia Inc.  ,6.6,,0.08,0.06,,0.02,0.16
10340,Pillars of Eternity,PS4,2017,Paradox Interactive   ,Obsidian Entertainment  ,8.3,,0.11,0.02,,0.03,0.16
10341,Ener-G: Dance Squad,DS,2008,Ubisoft  ,Lexis Numerique  ,,,0.15,0.0,,0.01,0.16
10342,TNA iMPACT!,Wii,2008,Midway Games  ,Midway Studios Los Angeles  ,5.3,,0.14,0.01,,0.01,0.16
10343,Apartment 666,PC,N/A,Unknown  ,I Need Play  ,,,,,,,
10344,Battle Soccer: Field no Hasha,SNES,1992,Banpresto  ,Banpresto  ,,,,,0.16,,0.16
10345,Rudolph the Red-Nosed Reindeer,DS,2010,Crave Entertainment  ,Glyphic Entertainment  ,,,0.15,,,0.01,0.16
10346,Scarface: Money. Power. Respect.,PSP,2006,Sierra Entertainment  ,Radical Entertainment  ,6.4,,0.15,0.0,,0.01,0.16
10347,Sid Meier's Ace Patrol,PC,2013,2K Games  ,Firaxis Games  ,,,,,,,
10348,Yomawari: Night Alone,PSV,2016,NIS America  ,Nippon Ichi Software  ,,,0.05,0.02,0.07,0.02,0.16
10349,FlatOut 2,PS2,2006,Vivendi Games  ,Bugbear Entertainment  ,,,0.08,0.06,,0.02,0.16
10350,Custom Robo Arena,DS,2007,Nintendo  ,Noise Inc.  ,7.4,,0.01,0.02,0.12,0.0,0.16
10351,SUPERHOT VR,PC,2017,SUPERHOT Team  ,SUPERHOT Team  ,,,,,,,
10352,FIFA Soccer 96,PS,1995,EA Sports  ,Extended Play Productions  ,,,0.09,0.06,,0.01,0.16
10353,Pro Yakyuu Famista Returns,3DS,2015,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.16,,0.16
10354,NCAA Final Four 2001,PS,2000,Sony Computer Entertainment  ,989 Sports  ,,,0.09,0.06,,0.01,0.16
10355,The Bard's Tale: Remastered and Resnarkled,PC,N/A,Unknown  ,InXile Entertainment  ,,,,,,,
10356,Deadly Premonition: The Director's Cut,PS3,2013,Rising Star Games  ,Access Games  ,,,0.08,0.05,0.0,0.03,0.16
10357,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Namco Bandai Games  ,Banpresto  ,,,,,0.16,,0.16
10358,J-League Jikkyou Winning Eleven 2000,PS,2000,Konami  ,Konami  ,,,,,0.15,0.01,0.16
10359,Vegas Party,Wii,2009,Storm City Games  ,Game Life  ,,,0.15,,,0.01,0.16
10360,Sid Meier's Civilization IV,PC,2005,2K Games  ,Firaxis Games  ,9.4,,0.02,0.12,,0.02,0.16
10361,Eve: The Lost One,SAT,1998,Imagineer  ,C's Ware  ,,,,,0.16,,0.16
10362,Shaun White Skateboarding,X360,2010,Ubisoft  ,Ubisoft Montreal  ,6.1,,0.1,0.05,,0.01,0.16
10363,Disgaea 4: A Promise Unforgotten,PSV,2020,NIS America  ,Unknown  ,,,0.03,0.03,0.08,0.02,0.16
10364,Konami Krazy Racers,GBA,2001,Konami  ,KCEK  ,7.7,,0.09,0.03,0.04,0.0,0.16
10365,Saturday Night Slam Masters,SNES,1994,Capcom  ,Capcom  ,,,,,0.16,0.0,0.16
10366,The Walking Dead: Season One,XOne,2014,Telltale Games  ,Telltale Games  ,,,0.08,0.06,,0.01,0.16
10367,Valkyria Revolution,PS4,2017,Sega  ,Media.Vision  ,,,0.04,0.03,0.07,0.02,0.16
10368,F-Zero: GP Legend,GBA,2004,Nintendo  ,Suzak  ,7.1,,0.11,0.04,,0.0,0.16
10369,Racing Lagoon - High Speed Driving RPG,PS,1999,Square  ,SquareSoft  ,,,,,0.15,0.01,0.16
10370,Field Commander,PSP,2006,Sony Online Entertainment  ,Sony Online Entertainment  ,7.7,,0.14,0.0,,0.01,0.16
10371,Mr. Driller 2,GBA,2005,Namco  ,Namco  ,,,0.0,0.0,0.15,0.0,0.16
10372,WildStar,PC,2014,Carbine Studios  ,Carbine Studios  ,,,0.08,0.07,,0.01,0.16
10373,NBA 2K12,PC,2011,2K Sports  ,Visual Concepts  ,8.5,,0.09,0.05,,0.02,0.16
10374,Burger Island,DS,2008,Destineer  ,TechFront  ,,,0.15,,,0.01,0.16
10375,Imagine: Ice Champions,DS,2009,Ubisoft  ,Spike Co.  ,,,0.15,,,0.01,0.16
10376,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sega  ,Sega  ,,,,,0.16,,0.16
10377,Ener-G Horse Riders,DS,2008,Ubisoft  ,Lexis Numerique  ,,,0.14,0.01,,0.01,0.16
10378,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Aspyr  ,Nerjyzed Entertainment  ,,,0.15,,,0.01,0.16
10379,Bendy and the Ink Machine,XOne,2018,Rooster Teeth Games  ,TheMeatly Games  ,,,0.14,,,0.02,0.16
10380,Dragon Ball: Origins 2,DS,2010,Namco Bandai  ,Game Republic  ,6.9,,0.05,0.02,0.08,0.01,0.16
10381,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,Majesco  ,Japan Art Media  ,,,0.15,0.0,,0.01,0.16
10382,Pixel Puzzles 2: Anime,PC,2015,DL Softworks  ,DL Softworks  ,,,,,,,
10383,Family Party: 30 Great Games Outdoor Fun,Wii,2009,D3 Publisher  ,Tamsoft Corporation  ,,,0.14,0.01,,0.01,0.16
10384,DreadOut,PC,N/A,Unknown  ,Digital Happiness  ,,,,,,,
10385,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Konami  ,Konami  ,,,0.11,0.02,0.02,0.01,0.16
10386,Dynasty Warriors 8: Xtreme Legends,PS3,2014,Tecmo Koei  ,Unknown  ,,,0.02,0.02,0.11,0.01,0.16
10387,Mother Russia Bleeds,PC,2016,Bandai Visual  ,Unknown  ,,,,,,,
10388,Power Rangers Double Pack,GBA,2005,THQ  ,THQ  ,,,0.11,0.04,,0.0,0.16
10389,Alien Breed 2: Assault,PC,2010,Team17 Software  ,Team17 Software  ,,,,,,,
10390,Shinobido 2: Revenge of Zen,PSV,2012,Namco Bandai  ,Acquire  ,,,0.05,0.06,0.02,0.03,0.16
10391,Mugen Souls,PS3,2012,NIS America  ,Compile Heart  ,,,0.04,0.03,0.08,0.01,0.16
10392,James Noir's Hollywood Crimes,3DS,2011,Ubisoft  ,Ubisoft  ,7.0,,0.07,0.07,,0.01,0.16
10393,Naruto Powerful Shippuden,3DS,2013,Namco Bandai Games  ,Namco Bandai Games  ,8.0,,0.08,0.02,0.04,0.01,0.16
10394,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Syscom  ,Unknown  ,,,,,0.15,0.01,0.16
10395,FIFA Soccer 97,PS,1996,EA Sports  ,EA Canada  ,,,0.09,0.06,,0.01,0.16
10396,Just Sing!,DS,2010,Conspiracy Entertainment  ,Engine Software  ,,,0.14,0.0,,0.01,0.16
10397,Transformer: Rise of the Dark Spark,X360,2014,Activision  ,Edge of Reality  ,,,0.09,0.06,,0.01,0.16
10398,Darksiders II,WiiU,2012,THQ  ,Vigil Games  ,8.2,,0.07,0.07,,0.01,0.16
10399,Overcooked! 2,PS4,2018,Sold Out  ,Ghost Town Games  ,,,0.07,0.06,,0.03,0.16
10400,Psychic Force,PS,1996,Acclaim Entertainment  ,Taito Corporation  ,,,0.01,0.01,0.13,0.01,0.16
10401,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Konami Digital Entertainment  ,Mercury Steam  ,7.2,,0.04,0.08,0.03,0.01,0.16
10402,The Adventures of Tintin: The Game,3DS,2011,Ubisoft  ,Ubisoft Montpellier  ,,,0.05,0.09,,0.02,0.16
10403,Trigger Man,PS2,2004,Crave Entertainment  ,Point of View  ,,,0.08,0.06,,0.02,0.16
10404,Night Forest,PC,N/A,Unknown  ,Brimo Studio  ,,,,,,,
10405,StarBlade α,PS,1996,Sony Computer Entertainment  ,Namco  ,,,,,0.15,0.01,0.16
10406,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Namco Bandai  ,Bandai Namco Games  ,,,,,0.16,,0.16
10407,Time Hollow,DS,2008,Konami  ,Tenky  ,,,0.03,0.01,0.11,0.0,0.16
10408,"I, Zombie",PC,N/A,Unknown  ,Awesome Games Studio  ,,,,,,,
10409,Medieval Games,Wii,2009,Vir2L Studios  ,N-Fusion Interactive  ,,,0.14,0.01,,0.01,0.16
10410,Tiger Woods PGA Tour 2004,GC,2003,EA Sports  ,EA Redwood Shores  ,,,0.12,0.03,,0.0,0.16
10411,LEGO The Hobbit,PSV,2014,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.02,0.1,,0.03,0.16
10412,Yooka-Laylee,PC,2018,Team17 Software  ,Playtonic Games  ,,,,,,,
10413,Gundam Breaker 2,PSV,2014,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.16,,0.16
10414,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,PC,N/A,Unknown  ,Dejobaan Games  ,,,,,,,
10415,Metal Slug,PC,N/A,Unknown  ,DotEmu  ,,,,,,,
10416,Amped 3,X360,2005,2K Sports  ,2K Sports  ,7.2,,0.13,0.02,,0.01,0.16
10417,Bomberman Land Touch! 2,DS,2008,Hudson Entertainment  ,Hudson Soft  ,,,0.13,0.0,0.01,0.01,0.16
10418,MotionSports: Adrenaline,PS3,2011,Ubisoft  ,Ubisoft Vancouver  ,,,0.08,0.05,,0.03,0.16
10419,MX 2002 Featuring Ricky Carmichael,GBA,2001,THQ  ,Tiertex Design Studios  ,,,0.11,0.04,,0.0,0.16
10420,Halo Triple Pack,XB,2005,Microsoft Game Studios  ,Bungie Studios  ,,,0.12,0.03,,0.01,0.16
10421,Lost In Woods 2,PC,N/A,Unknown  ,Eugene Makashov  ,,,,,,,
10422,Chaotic: Shadow Warriors,X360,2009,Activision  ,Activision  ,6.2,,0.14,,,0.01,0.16
10423,My Baby 3 & Friends,DS,2010,Majesco  ,Nobilis  ,,,0.12,0.02,,0.01,0.16
10424,Sherlock Holmes vs. Jack the Ripper,X360,2010,DreamCatcher Interactive  ,Frogwares  ,,,0.11,0.04,,0.01,0.16
10425,Street Racer,PS,1996,Ubisoft  ,Vivid Image  ,,,0.09,0.06,,0.01,0.16
10426,Jurassic Park: The Game,X360,2011,Telltale Games  ,Telltale Games  ,,,0.15,,,0.01,0.16
10427,Wings of Prey,PC,2010,YuPlay  ,Gaijin Entertainment  ,8.3,,,,,,
10428,NBA 2K3,GC,2002,Sega  ,Visual Concepts  ,,,0.12,0.03,,0.0,0.16
10429,Tak and the Guardians of Gross,Wii,2008,THQ  ,Blitz Games  ,,,0.14,0.0,,0.01,0.16
10430,Monster House,DS,2006,THQ  ,Artificial Mind and Movement  ,,,0.14,0.01,,0.01,0.16
10431,Arcana Heart,PS2,2008,Atlus  ,Examu Inc.  ,8.1,,0.06,0.05,0.04,0.02,0.16
10432,NHL 2005,XB,2004,EA Sports  ,EA Canada  ,,,0.12,0.03,,0.01,0.16
10433,We Dance,Wii,2011,Nordic Games  ,Nordic Games  ,3.5,,,0.14,,0.02,0.16
10434,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Konami  ,Konami  ,,,,,0.16,,0.16
10435,Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,2018,Nintendo  ,Monolith Soft  ,7.5,,0.08,0.05,0.02,0.01,0.16
10436,Battlestar Galactica,PS2,2003,VU Games  ,Warthog  ,,,0.08,0.06,,0.02,0.16
10437,Melody's Escape,PC,2014,Unknown  ,Unknown  ,,,,,,,
10438,The Amazing Spider-Man (2012),Wii,2012,Activision  ,Beenox  ,,,0.1,0.04,,0.01,0.16
10439,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Square Enix  ,Square Enix  ,,,,,0.16,,0.16
10440,Skylanders Giants,3DS,2012,Activision  ,n-Space  ,,,0.13,0.01,,0.02,0.16
10441,Godzilla Unleashed,Wii,2007,Atari  ,"Pipeworks Software, Inc.  ",4.5,,0.14,0.0,,0.01,0.16
10442,Toriko: Gourmet Monsters!,3DS,2012,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.16,,0.16
10443,Imagine: Music Fest,DS,2009,Ubisoft  ,Handheld Games  ,,,0.14,,,0.01,0.16
10444,The Incredible Hulk: The Pantheon Saga,PS,1997,Eidos Interactive  ,Attention To Detail  ,,,0.09,0.06,,0.01,0.16
